id,catalog_file_id,produit,description,prix,unite,image_filename
5041,218,COMTE FRUITE 12 MOIS 1kg,"sous vide - 10 à 16 mois d'affinage pour ce Comté aux arômes bien développés, appellé Comté Fruité. Sa pâte est à la fois ferme et souple. Fondant en bouche. Idéal pour les amateurs de comté aux saveurs bien aromatisées",17.09,1,
5042,218,MONT D'OR mini,"(pour 2 pers) Fromage au lait cru, à pâte molle bénéficiant d'une AOP, aussi appelé vacherin du Haut-Doubs.",11.05,1,
5043,218,COMTE RESERVE 18-24 MOIS 1kg,"sous vide - Ses 18 mois minimum d'affinage lui conférent un caractère bien trempé. Appelé Comté Réserve ou Extra, vous retrouverez en bouche ses petits cristaux appelés acides aminés",22.96,1,
5044,218,MORBIER AFFINE 1kg,"sous vide - Pâte pressée non cuite. Affiné entre 45 et 60 jours dans nos caves. Arôme développé, long en bouche. S'utilise également en raclette",16.42,1,
5045,218,TOMME DE MONTAGNE 500g,"sous vide - Fabriquée dans notre fruitière de Largillay D'un caractère plutôt doux , on la reconnaît à sa croûte grise, et sa pâte légèrement aérée.",10.38,1,
5046,218,SAUCISSE DE MORTEAU,"sous vide - La saucisse de Morteau Label Rouge est faite avec de la viande de porc de première qualité et préparée selon la tradition régionale, fumée de façon traditionnelle dans des tuyés dans la région de Morteau. Elle bénéficie d'un label IGP (Indication Géographique Protégée) depuis 2010 et se congèle très facilement.",11.29,1,
5048,220,paquet de 2 cuisses de poulet,"8,70 €/kg   400g",3.48,1,
5049,220,poulet entier (moyen),"7,50 €/KG    pour 1kg700",12.75,1,
5050,220,Coquelet ,"8,10 €/kg    pour 850 g",6.88,1,
5051,220,pintade,9 €/kg   pour 1kg500,13.5,1,
5052,220,Ailes de poulets,Paquet de 6 ailes,4.8,1,
5053,200,poulet entier,"7,50 € le KG    pour 1kg700",12.75,1,
5054,150,Chausson en peau,"Taille 37 .. (prix variable suivant taille, disponible de la taille 16 à 44 )",50,1,
5055,221,Morceau fromage brebis 1 kg_ferme Gaztelu Gat_Kilo_,fromage brebis 1 kg,20,1,
5056,221,Tomme entière 5kg,19€/kilo,95,1,
5057,221,Morceau 500g brebis,20€/kilo,10,1,
5058,221,Tomme entière environ 2kg ,19€  le kilo,38,1,
5059,222,Tomme entière environ 2kg,27€/kilo,54,1,
5060,222,Demi tomme de brebis,environ 1kg 28€/kilo,28,1,
5061,222,Quart de tomme de brebis,28€/kilo environ 500g,14,1,
5062,223,foie gras entier 350g,conserve 350g ,42,1,
5063,223,rillettes de canard 200 g ,conserve 200g,5,1,
5064,223,foie gras entier  200 g ,conserve 200g,25.2,1,
5065,223,boite de 2 cuisses 600g ,conserve 600g,10.5,1,
5066,223,Confit de canard ,"1 conserve avec 1 magret, 1 cuisse 1 aile, graisse ",15,1,
5067,223,pâté de canard 270 g ,conserve 270g,10,1,
5068,223,Canard entier ,2 foie gras entier 200g 2 confit de canard 1100g 1 rillettes de 200g ,76.5,1,
5069,223,Le demi canard, 1 foie gras entier 200g 1 confit de canard 1100g 1 paté de 270g ,44,1,
5070,223,MAGRET FRAIS,"23,50€/kilo, magret sous vide d'environ 400g",9.4,1,
5072,223,Bolognaise de canard,400G,13,1,
5073,224,Pain de Campagne Miche 2000 g,"Gros pain de 2 kg, très longue cuisson.  ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
5074,224,Pain de Méteil en Boule 1000 g,"Pain rustique mi blé mi seigle au levain de seigle ingrédients : Farine de Blé T80
Farine de Seigle T70
eau, sel, levain de seigle",4.91,1,
5075,224,Brioche 450 g,"Brioche au beurre Isigny Sainte Mère AOP et aux oeufs. Pas de lait ni d'eau. ingrédients : Farine de Blé T65, Levain de laitOeufs entiers, beurre Isigny St Mère, sucre de canne, sel, levure ",6.18,1,
5076,224,Brioche 900 g,"Brioche au beurre Isigny Sainte Mère AOP et aux oeufs. Pas de lait ni d'eau. ingrédients : Farine de Blé T65, 
Levain de lait
Oeufs entiers, beurre Isigny St Mère, 
sucre de canne, sel, levure ",12.55,1,
5077,224,Roulé Cannelle 100 g,"Sur une base de pain au lait, incorporation d'un beurre cannelle, puis tressage. ingrédients : Farine de Blé T65, lait, oeuf, beurre, sucre, sel, cannelle, levure",1.69,1,
5078,224,"Brioche Provençale ""Pompe à l'huile""","Brioche sans beurre ni œuf, dessert traditionnel du diner des apôtres,
Naturellement Vegan ingrédients : Farine de Blé T65
Levain de Blé
Eau, sel, levure
Huile d'Olive",1.58,1,
5079,224,Cookies Noix-Noisettes-Chocolat,"Cookies de 70 g
Généreusement garni de Noix, Noisettes et Chocolat ingrédients : Farine de Blé T65,
Oeufs entier, Beurre Isisgny Ste Mère, Sucre de Canne, 
Noix, Noisettes, Chocolat noir 66%
sel, poudre levante",1,1,
5080,224,Canistrellis,"Biscuits de tradition Corse, à l'anis, huile d'olive et vin blanc ingrédients : Farine de Blé T65,
huile d'olive, vin blanc, sucre, sel, graines d'anis, poudre levante",15.56,1,
5081,224,Brownie,"Brownie aux Noix et chocolat noir 66% ingrédients : Farine de Blé T65
 Beurre Isigny St Mère, Œuf entier, sucre, noix, sel, poudre levante",2.69,1,
5082,224,Pain Complet Banneton 1000 g,"Pain complet riche en fibres et minéraux, sans acide phytique grâce à la longue fermentation au levain. ingrédients : Pain complet riche en fibres et minéraux, sans acide phytique grâce à la longue fermentation au levain.",4.59,1,
5083,224,Pain au Maïs en petit moules 500 g,"Farine de Maïs Ancien Grand Roux Basque
Blé et Graines de tournesol ingrédients : Farine de Maïs
Farine de Blé T65
Levain de Blé, eau, sel
Graines de tournesol
Curcuma",3.69,1,
5084,224,Pain complet Grand Moulé 1300g,"Pain complet riche en fibres et minéraux, sans acide phytique grâce à la longue fermentation au levain. ingrédients : Farine de Blé T80, Rémoulage, son fin,  levain de Seigle T170, eau, sel",4.59,1,
5085,224,Pain Intégral Grand Moulé 1300 g,"Pain au levain de seigle, réalisé avec l'intégralité du grain de blé.  Très riche en fibres et minéraux ingrédients : Farine de Blé T80, Rémoulage, son gros, son fin,  levain de Seigle T170, eau, sel",4.59,1,
5086,224,Pain aux Noix Grand Moulé 1300 g,"Un pain aux noix concassées et réhydratées, sur la base du pain de Campagne.  ingrédients : Farine de Blé T80, levain de Seigle T170, Noix, eau, sel",8.23,1,
5087,224,Pain aux graines Banneton 1000g,"Pain façonné en banneton osier et cuit à même sur la sole du four. Une croûte profonde et mie ouverte. ingrédients : Farine de Blé T80, levain de Seigle T170, lin brun, lin doré, tournesol, sésame, pavot, eau, sel",5.05,1,
5088,224,Pain aux graines Grand Moulé 1300g,"Pain aux graines oléagineuses sur base de pain de campagne.  ingrédients : Farine de Blé T80, levain de Seigle T170, lin brun, lin doré, tournesol, sésame, pavot, eau, sel",5.05,1,
5089,224,Pain Généreux Grand Moulé 1300g,"Pain aux fruits sec et fruits à coque, enveloppé dans des flocons d'avoine. ingrédients : Farine de Blé T80, levain de Seigle T170, Noisettes, Abricots, raisins de corinthe, flocons d'avoines, graines de courge, eau, sel",6.7,1,
5090,224,Pain de Campagne Moule Fermé 1500 g,"Pain de Campagne cuit en moule fermé.
Il a une forme parfaitement rectangulaire, et très peu de croûte ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
5091,224,Pain aux graines Miche 2000 g,"Gros pain de 2 kg, très longue cuisson.  ingrédients : Farine de Blé T80, levain de Seigle T170, lin brun, lin doré, tournesol, sésame, pavot, eau, sel",5.05,1,
5093,224,Pain de Riz et Sorgho aux graines en petit moule 500 g,"Base du pain de riz et Sorgho, 
Mélange de graines oléagineuses
 ingrédients : Farine de Riz
farine de sorgho
eau, sel, levain, huile d'olive

Lin brun, lin doré, pavot, sésame, tournesol.",4.91,1,
5094,224,Pain de Riz et Sorgho petit moule 500 g,"Farines de Riz et de Sorgho, naturellement sans gluten, Huile d'olive. ingrédients : Farine de Riz
Farine de Sorgho
Eau, sel, huile d'olive, levain et levure",4.59,1,
5095,224,Cake au citron,"Pour les amoureux du citron !
Zest de citron, jus de citron, citron confit, sirop de citron. ingrédients : Farine de Blé T65,
Citron jaune
Sucre de canne, Œuf entier, beurre Isigny Ste Mère, amidon de Maïs, sel ",7.91,1,
5096,224,Pain de Campagne Grand Moulé 1300g,"Pain de Campagne cuit en moule rectangulaire. ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
5097,224,Pain de Campagne Banneton 1000 g,"Pain façonné en banneton osier et cuit à même sur la sole du four. Une croûte profonde et mie ouverte. ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
5098,224,Pain de Campagne Grand Moulé 1500g,"Pain de Campagne cuit en moule rectangulaire. ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
5099,224,Sechskornbröt Petit moulé 500 g,"Farine de Seigle Complet Blé semi complet Levain de seigle Sel et eau Tournesol, flocon d'avoine, lin brun, lin doré, graines de courge",2.95,1,
5101,224,Petit Epeautre petit moule 500 g,"Pain à la farine de Petit épeautre complet (engrain), et au levain de petit épeautre complet.
Terroir AOP des Alpes de Haute Provence
Très riche en protéine et pauvre en gluten. ingrédients : Farine de Petit Epeautre complet
levain de Petit Epeautre, 
eau, sel",3.8,1,
5103,224,Petit Epeautre Grand  moule 1300 g,"Pain à la farine de Petit épeautre complet (engrain), et au levain de petit épeautre complet.
Terroir AOP des Alpes de Haute Provence
Très riche en protéine et pauvre en gluten. ingrédients : Farine de Petit Epeautre complet
levain de Petit Epeautre, 
eau, sel",8.02,1,
5105,224,Pain de Khorasan en boule de 800 g,"Farine de Blé dur ancien de variété Khorasan.  ingrédients : Farine de Khorasan 
Levain de Khorasan
eau, sel",6.27,1,
5106,225,Pain de Campagne Miche 2000 g,"Gros pain de 2 kg, très longue cuisson.  ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
5107,225,Pain aux graines Miche 2000 g,"Gros pain de 2 kg, très longue cuisson.  ingrédients : Farine de Blé T80, levain de Seigle T170, lin brun, lin doré, tournesol, sésame, pavot, eau, sel",5.05,1,
5108,225,Petit Epeautre petit moule 500 g,"Pain à la farine de Petit épeautre complet (engrain), et au levain de petit épeautre complet.
Terroir AOP des Alpes de Haute Provence
Très riche en protéine et pauvre en gluten. ingrédients : Farine de Petit Epeautre complet
levain de Petit Epeautre, 
eau, sel",3.8,1,
5109,225,Pain de Campagne Moule Fermé 1500 g,"Pain de Campagne cuit en moule fermé.
Il a une forme parfaitement rectangulaire, et très peu de croûte ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
5110,225,Pain de Riz et Sorgho petit moule 500 g,"Farines de Riz et de Sorgho, naturellement sans gluten, Huile d'olive. ingrédients : Farine de Riz
Farine de Sorgho
Eau, sel, huile d'olive, levain et levure",4.59,1,
5111,225,Pain Généreux Grand Moulé 1300g,"Pain aux fruits sec et fruits à coque, enveloppé dans des flocons d'avoine. ingrédients : Farine de Blé T80, levain de Seigle T170, Noisettes, Abricots, raisins de corinthe, flocons d'avoines, graines de courge, eau, sel",6.7,1,
5112,225,Pain aux graines Banneton 1000g,"Pain façonné en banneton osier et cuit à même sur la sole du four. Une croûte profonde et mie ouverte. ingrédients : Farine de Blé T80, levain de Seigle T170, lin brun, lin doré, tournesol, sésame, pavot, eau, sel",5.05,1,
5113,225,Petit Epeautre Grand  moule 1300 g,"Pain à la farine de Petit épeautre complet (engrain), et au levain de petit épeautre complet.
Terroir AOP des Alpes de Haute Provence
Très riche en protéine et pauvre en gluten. ingrédients : Farine de Petit Epeautre complet
levain de Petit Epeautre, 
eau, sel",8.02,1,
5114,225,Pain Complet Banneton 1000 g,"Pain complet riche en fibres et minéraux, sans acide phytique grâce à la longue fermentation au levain. ingrédients : Pain complet riche en fibres et minéraux, sans acide phytique grâce à la longue fermentation au levain.",4.59,1,
5115,225,Pain complet Grand Moulé 1300g,"Pain complet riche en fibres et minéraux, sans acide phytique grâce à la longue fermentation au levain. ingrédients : Farine de Blé T80, Rémoulage, son fin,  levain de Seigle T170, eau, sel",4.59,1,
5116,225,Pain au Maïs en petit moules 500 g,"Farine de Maïs Ancien Grand Roux Basque
Blé et Graines de tournesol ingrédients : Farine de Maïs
Farine de Blé T65
Levain de Blé, eau, sel
Graines de tournesol
Curcuma",3.69,1,
5117,225,Pain Intégral Grand Moulé 1300 g,"Pain au levain de seigle, réalisé avec l'intégralité du grain de blé.  Très riche en fibres et minéraux ingrédients : Farine de Blé T80, Rémoulage, son gros, son fin,  levain de Seigle T170, eau, sel",4.59,1,
5118,225,Pain aux Noix Grand Moulé 1300 g,"Un pain aux noix concassées et réhydratées, sur la base du pain de Campagne.  ingrédients : Farine de Blé T80, levain de Seigle T170, Noix, eau, sel",8.23,1,
5119,225,Brioche 900 g,"Brioche au beurre Isigny Sainte Mère AOP et aux oeufs. Pas de lait ni d'eau. ingrédients : Farine de Blé T65, 
Levain de lait
Oeufs entiers, beurre Isigny St Mère, 
sucre de canne, sel, levure ",12.55,1,
5120,225,Brioche 450 g,"Brioche au beurre Isigny Sainte Mère AOP et aux oeufs. Pas de lait ni d'eau. ingrédients : Farine de Blé T65, Levain de laitOeufs entiers, beurre Isigny St Mère, sucre de canne, sel, levure ",6.18,1,
5121,225,"Brioche Provençale ""Pompe à l'huile""","Brioche sans beurre ni œuf, dessert traditionnel du diner des apôtres,
Naturellement Vegan ingrédients : Farine de Blé T65
Levain de Blé
Eau, sel, levure
Huile d'Olive",1.6,1,
5122,225,Shokupan 500 g,"Pain de Mie de tradition Japonaise réalisée sur 3 pâtes et au levain de Panettone. 
Conservation exceptionnelle de 10 jours sous film.
10cm x 10cm x 19 cm ingrédients : Farine de Blé T55,
Levain de Panettone
Lait, eau, sucre de canne, beurre isigny sainte mère,
sel",4.85,1,
5123,225,Pain de Riz et Sorgho aux graines en petit moule 500 g,"Base du pain de riz et Sorgho, 
Mélange de graines oléagineuses
 ingrédients : Farine de Riz
farine de sorgho
eau, sel, levain, huile d'olive

Lin brun, lin doré, pavot, sésame, tournesol.",4.91,1,
5124,225,Roulé Cannelle 100 g,"Sur une base de pain au lait, incorporation d'un beurre cannelle, puis tressage. ingrédients : Farine de Blé T65, lait, oeuf, beurre, sucre, sel, cannelle, levure",1.69,1,
5125,225,Shokupan 1400 g,"Pain de Mie de tradition Japonaise réalisée sur 3 pâtes et au levain de Panettone. 
Conservation exceptionnelle de 10 jours sous film.
11cm x 11cm x 36 cm ingrédients : Farine de Blé T55,
Levain de Panettone
Lait, eau, sucre de canne, beurre isigny sainte mère,
sel",11.92,1,
5126,225,Crackers,"Crackers au levain de seigle et graines oléagineuses, huile d'olive, origan ingrédients : Farine de Blé T80
Farine de Seigle T170
eau, sel, Lin Brun, Lin doré, Pavot, Sésame , Tournesol, Huile d'Olive, Origan",15.1,1,
5127,225,Cookies Noix-Noisettes-Chocolat,"Cookies de 70 g
Généreusement garni de Noix, Noisettes et Chocolat ingrédients : Farine de Blé T65,
Oeufs entier, Beurre Isisgny Ste Mère, Sucre de Canne, 
Noix, Noisettes, Chocolat noir 66%
sel, poudre levante",1,1,
5128,225,Canistrellis,"Biscuits de tradition Corse, à l'anis, huile d'olive et vin blanc ingrédients : Farine de Blé T65,
huile d'olive, vin blanc, sucre, sel, graines d'anis, poudre levante",15.56,1,
5129,225,Brownie,"Brownie aux Noix et chocolat noir 66% ingrédients : Farine de Blé T65
 Beurre Isigny St Mère, Œuf entier, sucre, noix, sel, poudre levante",2.69,1,
5130,225,Pain de Campagne Grand Moulé 1300g,"Pain de Campagne cuit en moule rectangulaire. ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
5131,225,Cake au citron,"Pour les amoureux du citron !
Zest de citron, jus de citron, citron confit, sirop de citron. ingrédients : Farine de Blé T65,
Citron jaune
Sucre de canne, Œuf entier, beurre Isigny Ste Mère, amidon de Maïs, sel ",7.91,1,
5132,225,Pain de Campagne Grand Moulé 1500g,"Pain de Campagne cuit en moule rectangulaire. ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
5133,225,Pain de Campagne Banneton 1000 g,"Pain façonné en banneton osier et cuit à même sur la sole du four. Une croûte profonde et mie ouverte. ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
5134,225,Sechskornbröt Petit moulé 500 g,"Farine de Seigle Complet Blé semi complet Levain de seigle Sel et eau Tournesol, flocon d'avoine, lin brun, lin doré, graines de courge",2.95,1,
5135,225,Pain aux graines Grand Moulé 1300g,"Pain aux graines oléagineuses sur base de pain de campagne.  ingrédients : Farine de Blé T80, levain de Seigle T170, lin brun, lin doré, tournesol, sésame, pavot, eau, sel",5.05,1,
5138,228,(2)Mozzarella fermière 120g - 28€/kg,Boule de 120 gr en pot + 1€ de consigne,4.4,1,
5139,228,(1)Mozzarella fermière 90g - 28€/kg,Boule de 90 gr en pot +1€ de consigne ,3.55,1,
5140,228,(3)Mozzarella fermière 150g - 28€/kg,Boule de 150 gr en pot + 1€ de consigne,5.2,1,
5141,228,Petit Camembert au lait cru de bufflonnes ,Petit = 250 gr,5,1,
5142,228,Grand Camembert au lait cru de bufflonnes,Grand = 300 gr,7,1,
5143,228,Frais'tille ,fromage frais au lait cru (environ 200 gr),3.5,1,
5144,228,Saint-Bufflin ,Fromage au lait cru affiné,4.5,1,
5145,229,Araignee de porc  La ferme d'Arracq, Sous vide environ 300 G ,5.64,1,
5146,229,Rôti ,Sous vide environ 800g,23.12,1,
5147,229,Lardons séchés La ferme d'Arracq,"Sous vide environ 200 G 
 ",3.54,1,
5148,229,Chipolata par 5 La ferme d'Arracq,Sous vide environ 350 G ,5.02,1,
5149,229,graisserons,pot de 190 gr,3.94,1,
5150,229,Boudin noir boyaux,"sous vide 240 gr env. 14,35/kg",3.45,1,
5151,229,Filet mignon La ferme d'Arracq, Sous vide environ 600 G ,10.7,1,
5152,229,Saucisse de Toulouse par 3 La Ferme d'Arracq,Sous vide environ 250 G ,3.59,1,
5153,229,Cote de porc par 3 La ferme d'Arracq, Sous vide environ 600 G ,7.63,1,
5154,229,Jambon de Bayonne en quart,Sous vide environ 1kg500,39.12,1,
5155,229,Coppa tranchée,Sous vide 100g,3.93,1,
5156,229,colis de porc bio prenium 5 KG,"2X300 g d'araignée, 1kg200  côte de porc, 1kg200 filet mignon, 1 kg joue de porc, 1 kg rouelle",95,1,
5157,229,Sauté ,Sous vide environ 500g,6.38,1,
5158,229,Jambon de Bayonne tranché ,Sous vide environ 150 g,5.67,1,
5159,229,Lomo séché tranché,Sous vide 100g,3.93,1,
5160,229,Saucisson,"190 g à 25,66 €/kg",4.88,1,
5161,229,Boudin ,bocal 190 g ,4.04,1,
5162,229,Pâté armagnac,bocal 190 g ,4.15,1,
5163,229,Pâté de tête - Hure,bocal 190 g ,4.15,1,
5164,229,Pâté campagne,bocal 190 g ,4,1,
5165,229,Pâté piment,bocal 190 g ,4.07,1,
5166,229,Rillettes,bocal 190 g ,4.16,1,
5167,229,Chair à saucisse La ferme d'Arracq,Sous vide environ 500 G ,5.95,1,
5168,229,Txitorra par 5 La ferme d'Arracq,sous vide environ 350 G ,5.02,1,
5169,229,Poitrine de porc tranchée par 5 La Ferme d'Arracq,Sous vide environ 250 G ,2.74,1,
5170,229,Coustou frais La ferme d'Arracq,Sous vide environ 500 G ,3.82,1,
5171,229,Lardons frais La ferme d'Arracq, Sous vide environ 200 G ,2.67,1,
5172,229,jambon blanc cuit  4 tranches La ferme d'Arracq,sous vide environ 200 G,5.99,1,
5173,229,colis de porc  bio 10 KG,"1KG  de chipolatas, poitrine tranchée, saucisses de Toulouse, chair à saucisse, coustou
2X1KG de cotes de porc, 2X1KG sauté de porc,600 G de jarret, 2X200G lardons",140,1,
5174,229,colis de porc frais,"1 kg de chipolatas, côtes , poitrine tranchée, saucisses de Toulouse, sauté.",70,1,
5175,229,joue,"sous vide 250 gr   11,82/kg",2.96,1,
5176,229,jarret,sous vide 1kg environ,13.42,1,
5177,229,rouelle,sous vide 1kg env,16.83,1,
5178,230,pommes  en 3 kg,sachet de 3kg ,7.5,1,
5179,230,pommes en 6 kg,sachet de 6kg ,15,1,
5180,230,Pommes 2ème choix en 10 kg,cageot de10 kg,16,1,
5182,224,Panettone 550gr,,14,1,
5183,224,Panettone 1 kg,,25,1,
5184,224,Pain d’épices 520 gr,,9.9,1,
5185,232,Pain de Campagne Miche 2000 g,"Gros pain de 2 kg, très longue cuisson.  ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
5186,232,Pain aux graines Grand Moulé 1300g,"Pain aux graines oléagineuses sur base de pain de campagne.  ingrédients : Farine de Blé T80, levain de Seigle T170, lin brun, lin doré, tournesol, sésame, pavot, eau, sel",5.05,1,
5187,232,Pain Généreux Grand Moulé 1300g,"Pain aux fruits sec et fruits à coque, enveloppé dans des flocons d'avoine. ingrédients : Farine de Blé T80, levain de Seigle T170, Noisettes, Abricots, raisins de corinthe, flocons d'avoines, graines de courge, eau, sel",6.7,1,
5188,232,Pain de Campagne Moule Fermé 1500 g,"Pain de Campagne cuit en moule fermé.
Il a une forme parfaitement rectangulaire, et très peu de croûte ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
5189,232,Pain de Méteil en Boule 1000 g,"Pain rustique mi blé mi seigle au levain de seigle ingrédients : Farine de Blé T80
Farine de Seigle T70
eau, sel, levain de seigle",4.91,1,
5190,232,Brioche 450 g,"Brioche au beurre Isigny Sainte Mère AOP et aux oeufs. Pas de lait ni d'eau. ingrédients : Farine de Blé T65, Levain de laitOeufs entiers, beurre Isigny St Mère, sucre de canne, sel, levure ",6.18,1,
5191,232,Brioche 900 g,"Brioche au beurre Isigny Sainte Mère AOP et aux oeufs. Pas de lait ni d'eau. ingrédients : Farine de Blé T65, 
Levain de lait
Oeufs entiers, beurre Isigny St Mère, 
sucre de canne, sel, levure ",12.55,1,
5192,232,Roulé Cannelle 100 g,"Sur une base de pain au lait, incorporation d'un beurre cannelle, puis tressage. ingrédients : Farine de Blé T65, lait, oeuf, beurre, sucre, sel, cannelle, levure",1.69,1,
5193,232,"Brioche Provençale ""Pompe à l'huile""","Brioche sans beurre ni œuf, dessert traditionnel du diner des apôtres,
Naturellement Vegan ingrédients : Farine de Blé T65
Levain de Blé
Eau, sel, levure
Huile d'Olive",1.58,1,
5194,232,Cookies Noix-Noisettes-Chocolat,"Cookies de 70 g
Généreusement garni de Noix, Noisettes et Chocolat ingrédients : Farine de Blé T65,
Oeufs entier, Beurre Isisgny Ste Mère, Sucre de Canne, 
Noix, Noisettes, Chocolat noir 66%
sel, poudre levante",1,1,
5195,232,Canistrellis,"Biscuits de tradition Corse, à l'anis, huile d'olive et vin blanc ingrédients : Farine de Blé T65,
huile d'olive, vin blanc, sucre, sel, graines d'anis, poudre levante",15.56,1,
5196,232,Brownie,"Brownie aux Noix et chocolat noir 66% ingrédients : Farine de Blé T65
 Beurre Isigny St Mère, Œuf entier, sucre, noix, sel, poudre levante",2.69,1,
5197,232,Pain Complet Banneton 1000 g,"Pain complet riche en fibres et minéraux, sans acide phytique grâce à la longue fermentation au levain. ingrédients : Pain complet riche en fibres et minéraux, sans acide phytique grâce à la longue fermentation au levain.",4.59,1,
5198,232,Pain au Maïs en petit moules 500 g,"Farine de Maïs Ancien Grand Roux Basque
Blé et Graines de tournesol ingrédients : Farine de Maïs
Farine de Blé T65
Levain de Blé, eau, sel
Graines de tournesol
Curcuma",3.69,1,
5199,232,Pain complet Grand Moulé 1300g,"Pain complet riche en fibres et minéraux, sans acide phytique grâce à la longue fermentation au levain. ingrédients : Farine de Blé T80, Rémoulage, son fin,  levain de Seigle T170, eau, sel",4.59,1,
5200,232,Pain Intégral Grand Moulé 1300 g,"Pain au levain de seigle, réalisé avec l'intégralité du grain de blé.  Très riche en fibres et minéraux ingrédients : Farine de Blé T80, Rémoulage, son gros, son fin,  levain de Seigle T170, eau, sel",4.59,1,
5201,232,Pain aux Noix Grand Moulé 1300 g,"Un pain aux noix concassées et réhydratées, sur la base du pain de Campagne.  ingrédients : Farine de Blé T80, levain de Seigle T170, Noix, eau, sel",8.23,1,
5202,232,Pain aux graines Banneton 1000g,"Pain façonné en banneton osier et cuit à même sur la sole du four. Une croûte profonde et mie ouverte. ingrédients : Farine de Blé T80, levain de Seigle T170, lin brun, lin doré, tournesol, sésame, pavot, eau, sel",5.05,1,
5203,232,Pain aux graines Miche 2000 g,"Gros pain de 2 kg, très longue cuisson.  ingrédients : Farine de Blé T80, levain de Seigle T170, lin brun, lin doré, tournesol, sésame, pavot, eau, sel",5.05,1,
5204,232,Pain de Riz et Sorgho aux graines en petit moule 500 g,"Base du pain de riz et Sorgho, 
Mélange de graines oléagineuses
 ingrédients : Farine de Riz
farine de sorgho
eau, sel, levain, huile d'olive

Lin brun, lin doré, pavot, sésame, tournesol.",4.91,1,
5205,232,Pain de Riz et Sorgho petit moule 500 g,"Farines de Riz et de Sorgho, naturellement sans gluten, Huile d'olive. ingrédients : Farine de Riz
Farine de Sorgho
Eau, sel, huile d'olive, levain et levure",4.59,1,
5206,232,Cake au citron,"Pour les amoureux du citron !
Zest de citron, jus de citron, citron confit, sirop de citron. ingrédients : Farine de Blé T65,
Citron jaune
Sucre de canne, Œuf entier, beurre Isigny Ste Mère, amidon de Maïs, sel ",7.91,1,
5207,232,Pain de Campagne Grand Moulé 1300g,"Pain de Campagne cuit en moule rectangulaire. ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
5208,232,Pain de Campagne Banneton 1000 g,"Pain façonné en banneton osier et cuit à même sur la sole du four. Une croûte profonde et mie ouverte. ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
5209,232,Pain de Campagne Grand Moulé 1500g,"Pain de Campagne cuit en moule rectangulaire. ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
5210,232,Sechskornbröt Petit moulé 500 g,"Farine de Seigle Complet Blé semi complet Levain de seigle Sel et eau Tournesol, flocon d'avoine, lin brun, lin doré, graines de courge",2.95,1,
5211,232,Petit Epeautre petit moule 500 g,"Pain à la farine de Petit épeautre complet (engrain), et au levain de petit épeautre complet.
Terroir AOP des Alpes de Haute Provence
Très riche en protéine et pauvre en gluten. ingrédients : Farine de Petit Epeautre complet
levain de Petit Epeautre, 
eau, sel",3.8,1,
5212,232,Petit Epeautre Grand  moule 1300 g,"Pain à la farine de Petit épeautre complet (engrain), et au levain de petit épeautre complet.
Terroir AOP des Alpes de Haute Provence
Très riche en protéine et pauvre en gluten. ingrédients : Farine de Petit Epeautre complet
levain de Petit Epeautre, 
eau, sel",8.02,1,
5213,232,Pain de Khorasan en boule de 800 g,"Farine de Blé dur ancien de variété Khorasan.  ingrédients : Farine de Khorasan 
Levain de Khorasan
eau, sel",6.27,1,
5214,232,Panettone 550gr,,14,1,
5215,232,Panettone 1 kg,,25,1,
5216,232,Pain d’épices 520 gr,,9.9,1,
5217,233,12 Steak haché surgelé,12 SH à 22 LE KG,33,1,
5218,233,colis boeuf,"colis 6,500 à 7KG environ prix 22 € / KG  
- partie fixe (entrecôte, faux filet, rôti, rumsteak )
- partie au choix 3 KG  à préciser  ( bourguignon ou/et jarret ou/et merguez ou/et steaks hachés surgelés)",150,1,
5219,233,Colis de veau,"colis environ 5,500 KG prix 20,30 € / kg
rôti, côtes filets, côtes découvertes, escalopes, poitrine, sauté, saucisse pur veau",110,1,
5220,233,axoa de veau au piment d'Espelette,bocal de 750 g,15,1,
5221,233,daube de boeuf,bocal de 750 g,15,1,
5222,233,blanquette de veau,bocal de 750 g,15,1,
5223,234,Pain de Campagne Miche 2000 g,"Gros pain de 2 kg, très longue cuisson.  ingrédients : Farine de Blé T80, levain de Seigle T170, eau, sel",4.43,1,
